id,recipe_id,order,title,description,url,duration,type_id,created_at,updated_at,deleted_at
55,19,3,Step 3,"Bake in the preheated oven until eggs are completely set, about 1 hour.",0,0,0,,,
56,20,1,Step 1,Preheat oven to 325 degrees F (165 degrees C). Put sweet potatoes in a medium saucepan with water to cover. Cook over medium high heat until tender; drain and mash.,0,0,0,,,
57,20,2,Step 2,"In a large bowl, mix together the sweet potatoes, white sugar, eggs, salt, butter, milk and vanilla extract. Mix until smooth. Transfer to a 9x13 inch baking dish.",0,0,0,,,
58,20,3,Step 3,"In medium bowl, mix the brown sugar and flour. Cut in the butter until the mixture is coarse. Stir in the pecans. Sprinkle the mixture over the sweet potato mixture.",0,0,0,,,
59,20,4,Step 4,"Bake in the preheated oven 30 minutes, or until the topping is lightly brown.",0,0,0,,,
60,21,1,Step 1,"Melt the butter in a large pot, and cook the onion, celery, carrot, potatoes, and squash 5 minutes, or until lightly browned. Pour in enough of the chicken stock to cover vegetables. Bring to a boil. Reduce heat to low, cover pot, and simmer 40 minutes, or until all vegetables are tender.",0,0,0,,,
61,21,2,Step 2,"Transfer the soup to a blender, and blend until smooth. Return to pot, and mix in any remaining stock to attain desired consistency. Season with salt and pepper.",0,0,0,,,
62,22,1,Step 1,"In a small bowl, mash together the butter and Parmesan cheese until evenly blended. Make sandwiches by placing two slices of bacon and one slice of Cheddar cheese on half of the bread slices. Top with the remaining slices of bread.",0,0,0,,,
63,22,2,Step 2,"Heat a large skillet over medium heat. Spread some of the butter mixture on the top of each sandwich. Place sandwiches butter side down in the skillet. Spread the remaining butter mixture on the other sides. Cook until golden brown on each side, about 3 minutes per side. To serve, cut in half diagonally.",0,0,0,,,
64,23,1,Step 1,Preheat the oven to 400 degrees F (200 degrees C).,0,0,0,,,
65,23,2,Step 2,"Toss Brussels sprouts with olive oil, garlic powder, black pepper, and salt. Spread onto a 9x13-inch baking pan.",0,0,0,,,
66,23,3,Step 3,"Roast in the preheated oven, shaking every 5 minutes, until crispy and fork-tender, about 20 minutes. Toss with balsamic vinegar and sprinkle with Parmesan. Continue roasting until melted, about 1 minute more. Sprinkle with red pepper.",0,0,0,,,
67,24,1,Step 1,"Preheat oven to 425 degrees F. Whisk pumpkin, sweetened condensed milk, eggs, spices and salt in medium bowl until smooth. Pour into crust. Bake 15 minutes.",0,0,0,,,
68,24,2,Step 2,Reduce oven temperature to 350 degrees F and continue baking 35 to 40 minutes or until knife inserted 1 inch from crust comes out clean. Cool. Garnish as desired. Store leftovers covered in refrigerator.,0,0,0,,,
69,25,1,Step 1,"In a small bowl, mix together chili powder, garlic powder, onion powder, red pepper flakes, oregano, paprika, cumin, salt and pepper. Store in an airtight container.",0,0,0,,,
70,26,1,Step 1,"In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties.",0,0,0,,,
71,26,2,Step 2,"Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm.",0,0,0,,,
72,26,3,Step 3,"Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes.",0,0,0,,,
73,27,1,Step 1,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x5 inch loaf pan.,0,0,0,,,
74,27,2,Step 2,"In a large bowl, combine flour, baking soda and salt. In a separate bowl, cream together butter and brown sugar. Stir in eggs and mashed bananas until well blended. Stir banana mixture into flour mixture; stir just to moisten. Pour batter into prepared loaf pan.",0,0,0,,,
75,27,3,Step 3,"Bake in preheated oven for 60 to 65 minutes, until a toothpick inserted into center of the loaf comes out clean. Let bread cool in pan for 10 minutes, then turn out onto a wire rack.",0,0,0,,,
76,28,1,Step 1,"Preheat oven to 375 degrees F (190 degrees C). In a small bowl, stir together flour, baking soda, and baking powder. Set aside.",0,0,0,,,
77,28,2,Step 2,"In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients. Roll rounded teaspoonfuls of dough into balls, and place onto ungreased cookie sheets.",0,0,0,,,
78,28,3,Step 3,"Bake 8 to 10 minutes in the preheated oven, or until golden. Let stand on cookie sheet two minutes before removing to cool on wire racks.",0,0,0,,,
79,29,1,Step 1,Preheat oven to 350 degrees F (175 degrees C).,0,0,0,,,
80,29,2,Step 2,Place green beans and soup in a large microwave-safe bowl. Mix well and heat in the microwave on HIGH until warm (3 to 5 minutes). Stir in 1/2 cup of cheese and heat mixture for another 2 to 3 minutes. Transfer green bean mixture to a casserole dish and sprinkle with French fried onions and remaining cheese.,0,0,0,,,
81,29,3,Step 3,Bake in a preheated 350 degrees F (175 degrees C) oven until the cheese melts and the onions just begin to brown.,0,0,0,,,
82,30,1,Step 1,"In a medium bowl, mash together the avocados, lime juice, and salt. Mix in onion, cilantro, tomatoes, and garlic. Stir in cayenne pepper. Refrigerate 1 hour for best flavor, or serve immediately.",0,0,0,,,
83,31,1,Step 1,"Whisk mayonnaise, sugar, lemon juice, vinegar, pepper, and salt together in a bowl until smooth and creamy.",0,0,0,,,
84,32,1,Step 1,Preheat oven to 400 degrees F (200 degrees C).,0,0,0,,,
85,32,2,Step 2,Toss butternut squash with olive oil and garlic in a large bowl. Season with salt and black pepper. Arrange coated squash on a baking sheet.,0,0,0,,,
86,32,3,Step 3,"Roast in the preheated oven until squash is tender and lightly browned, 25 to 30 minutes.",0,0,0,,,
87,33,1,Step 1,Preheat oven to 350 degrees F (175 degrees C).,0,0,0,,,
88,33,2,Step 2,"Place chicken in a roasting pan, and season generously inside and out with salt and pepper. Sprinkle inside and out with onion powder. Place 3 tablespoons margarine in the chicken cavity. Arrange dollops of the remaining margarine around the chicken's exterior. Cut the celery into 3 or 4 pieces, and place in the chicken cavity.",0,0,0,,,
89,33,3,Step 3,"Bake uncovered 1 hour and 15 minutes in the preheated oven, to a minimum internal temperature of 180 degrees F (82 degrees C). Remove from heat, and baste with melted margarine and drippings. Cover with aluminum foil, and allow to rest about 30 minutes before serving.",0,0,0,,,
90,34,1,Step 1,Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x12-inch baking pan.,0,0,0,,,
91,34,2,Step 2,"Melt butter in a skillet over medium heat. Add onion, bell pepper, and pimento peppers and saute until tender, about 5 minutes.",0,0,0,,,
92,34,3,Step 3,"Combine eggs, corn muffin mix, green chiles, whole corn, and creamed corn in a large bowl with the onion mixture. Stir together and pour into the prepared baking pan. Drop sour cream by the spoonful on top of the mixture; cover with Cheddar cheese.",0,0,0,,,
93,34,4,Step 4,"Bake in the preheated oven until casserole is firm, about 45 minutes.",0,0,0,,,
94,35,1,Step 1,Cook macaroni according to the package directions. Drain.,0,0,0,,,
95,35,2,Step 2,"In a saucepan, melt butter or margarine over medium heat. Stir in enough flour to make a roux. Add milk to roux slowly, stirring constantly. Stir in cheeses, and cook over low heat until cheese is melted and the sauce is a little thick. Put macaroni in large casserole dish, and pour sauce over macaroni. Stir well.",0,0,0,,,
96,35,3,Step 3,Melt butter or margarine in a skillet over medium heat. Add breadcrumbs and brown. Spread over the macaroni and cheese to cover. Sprinkle with a little paprika.,0,0,0,,,
97,35,4,Step 4,Bake at 350 degrees F (175 degrees C) for 30 minutes. Serve.,0,0,0,,,
98,36,1,Step 1,Bake biscuits according to package directions.,0,0,0,,,
99,36,2,Step 2,"Meanwhile, cook sausage in large skillet over medium heat 5-6 minutes or until thoroughly heated, stirring frequently. Stir in flour. Gradually add milk; cook until mixture comes to a boil and thickens, stirring constantly. Reduce heat to medium-low; simmer 2 minutes, stirring constantly. Season to taste with salt and pepper.",0,0,0,,,
100,36,3,Step 3,Split biscuits in half. Place 2 halves on each of 8 plates; top with about 1/3 cup gravy.,0,0,0,,,
101,37,1,Step 1,To Marinate: Place chicken in a nonporous glass dish or bowl. Pour marinade over chicken and toss to coat. Cover and refrigerate to marinate for 1 to 2 hours.,0,0,0,,,
102,37,2,Step 2,Preheat oven to 350 degrees F (175 degrees C).,0,0,0,,,
103,37,3,Step 3,Remove chicken from the marinade and place in a 9x13-inch baking dish. Reserve 1/3 cup marinade and discard the rest.,0,0,0,,,
104,37,4,Step 4,"Bake chicken in the preheated oven for 20 to 30 minutes, or until cooked through and juices run clear.",0,0,0,,,
105,37,5,Step 5,"Meanwhile, place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain and set aside.",0,0,0,,,
106,37,6,Step 6,"In same skillet, melt butter over medium high heat. Saute onion, bell pepper and mushrooms for about 3 to 5 minutes. Add reserved 1/3 cup of marinade and simmer until soft. Drain and set onion mixture aside.",0,0,0,,,
107,37,7,Step 7,"Top baked chicken with bacon strips. Add onion mixture and top each breast with a slice of cheese. Bake for another 10 to 15 minutes, or until cheese is melted and bubbly.",0,0,0,,,
108,38,1,Step 1,"Preheat oven to 425 degrees F (220 degrees C). Melt the butter in a saucepan. Stir in flour to form a paste. Add water, white sugar and brown sugar, and bring to a boil. Reduce temperature and let simmer.",0,0,0,,,
109,38,2,Step 2,"Place the bottom crust in your pan. Fill with apples, mounded slightly. Cover with a lattice work crust. Gently pour the sugar and butter liquid over the crust. Pour slowly so that it does not run off.",0,0,0,,,
110,38,3,Step 3,"Bake 15 minutes in the preheated oven. Reduce the temperature to 350 degrees F (175 degrees C). Continue baking for 35 to 45 minutes, until apples are soft.",0,0,0,,,
111,39,1,Step 1,"In a large mixing bowl, whisk together the flour and the eggs. Gradually add in the milk and water, stirring to combine. Add the salt and butter; beat until smooth.",0,0,0,,,
112,39,2,Step 2,"Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each crepe. Tilt the pan with a circular motion so that the batter coats the surface evenly.",0,0,0,,,
113,39,3,Step 3,"Cook the crepe for about 2 minutes, until the bottom is light brown. Loosen with a spatula, turn and cook the other side. Serve hot.",0,0,0,,,
114,40,1,Step 1,"Pour the vegetable oil into the bottom of a slow cooker. Place the pork roast into the slow cooker; pour in the barbecue sauce, apple cider vinegar, and chicken broth. Stir in the brown sugar, yellow mustard, Worcestershire sauce, chili powder, onion, garlic, and thyme. Cover and cook on High until the roast shreds easily with a fork, 5 to 6 hours.",0,0,0,,,
115,40,2,Step 2,"Remove the roast from the slow cooker, and shred the meat using two forks. Return the shredded pork to the slow cooker, and stir the meat into the juices.",0,0,0,,,
116,40,3,Step 3,"Spread the inside of both halves of hamburger buns with butter. Toast the buns, butter side down, in a skillet over medium heat until golden brown. Spoon pork into the toasted buns.",0,0,0,,,
117,41,1,Step 1,"Bring a pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes; drain.",0,0,0,,,
118,41,2,Step 2,"In a small saucepan heat butter and milk over low heat until butter is melted. Using a potato masher or electric beater, slowly blend milk mixture into potatoes until smooth and creamy. Season with salt and pepper to taste.",0,0,0,,,
119,42,1,Step 1,Preheat oven to 350 degrees F (175 degrees C). Prepare a 9x13 inch baking dish with the melted butter.,0,0,0,,,
120,42,2,Step 2,"Whisk together the eggs, pepperjack cheese, cottage cheese, flour, and salt in a large bowl. Pour the mixture into the prepared baking dish.",0,0,0,,,
121,42,3,Step 3,"Bake in the preheated oven until eggs are completely set, about 1 hour.",0,0,0,,,
122,43,1,Step 1,Preheat oven to 325 degrees F (165 degrees C). Put sweet potatoes in a medium saucepan with water to cover. Cook over medium high heat until tender; drain and mash.,0,0,0,,,
123,43,2,Step 2,"In a large bowl, mix together the sweet potatoes, white sugar, eggs, salt, butter, milk and vanilla extract. Mix until smooth. Transfer to a 9x13 inch baking dish.",0,0,0,,,
124,43,3,Step 3,"In medium bowl, mix the brown sugar and flour. Cut in the butter until the mixture is coarse. Stir in the pecans. Sprinkle the mixture over the sweet potato mixture.",0,0,0,,,
125,43,4,Step 4,"Bake in the preheated oven 30 minutes, or until the topping is lightly brown.",0,0,0,,,
126,44,1,Step 1,"Melt the butter in a large pot, and cook the onion, celery, carrot, potatoes, and squash 5 minutes, or until lightly browned. Pour in enough of the chicken stock to cover vegetables. Bring to a boil. Reduce heat to low, cover pot, and simmer 40 minutes, or until all vegetables are tender.",0,0,0,,,
127,44,2,Step 2,"Transfer the soup to a blender, and blend until smooth. Return to pot, and mix in any remaining stock to attain desired consistency. Season with salt and pepper.",0,0,0,,,
128,45,1,Step 1,"In a small bowl, mash together the butter and Parmesan cheese until evenly blended. Make sandwiches by placing two slices of bacon and one slice of Cheddar cheese on half of the bread slices. Top with the remaining slices of bread.",0,0,0,,,
129,45,2,Step 2,"Heat a large skillet over medium heat. Spread some of the butter mixture on the top of each sandwich. Place sandwiches butter side down in the skillet. Spread the remaining butter mixture on the other sides. Cook until golden brown on each side, about 3 minutes per side. To serve, cut in half diagonally.",0,0,0,,,
130,46,1,Step 1,Preheat the oven to 400 degrees F (200 degrees C).,0,0,0,,,
131,46,2,Step 2,"Toss Brussels sprouts with olive oil, garlic powder, black pepper, and salt. Spread onto a 9x13-inch baking pan.",0,0,0,,,
132,46,3,Step 3,"Roast in the preheated oven, shaking every 5 minutes, until crispy and fork-tender, about 20 minutes. Toss with balsamic vinegar and sprinkle with Parmesan. Continue roasting until melted, about 1 minute more. Sprinkle with red pepper.",0,0,0,,,
133,47,1,Step 1,"Preheat oven to 425 degrees F. Whisk pumpkin, sweetened condensed milk, eggs, spices and salt in medium bowl until smooth. Pour into crust. Bake 15 minutes.",0,0,0,,,
134,47,2,Step 2,Reduce oven temperature to 350 degrees F and continue baking 35 to 40 minutes or until knife inserted 1 inch from crust comes out clean. Cool. Garnish as desired. Store leftovers covered in refrigerator.,0,0,0,,,
135,48,1,Step 1,"In a small bowl, mix together chili powder, garlic powder, onion powder, red pepper flakes, oregano, paprika, cumin, salt and pepper. Store in an airtight container.",0,0,0,,,
136,49,1,Step 1,"In a large bowl, mix together the ground beef, egg, bread crumbs, pepper, salt, onion powder, garlic powder, and Worcestershire sauce. Form into 8 balls, and flatten into patties.",0,0,0,,,
137,49,2,Step 2,"Heat the oil in a large skillet over medium heat. Fry the patties and onion in the oil until patties are nicely browned, about 4 minutes per side. Remove the beef patties to a plate, and keep warm.",0,0,0,,,
138,49,3,Step 3,"Sprinkle flour over the onions and drippings in the skillet. Stir in flour with a fork, scraping bits of beef off of the bottom as you stir. Gradually mix in the beef broth and sherry. Season with seasoned salt. Simmer and stir over medium-low heat for about 5 minutes, until the gravy thickens. Turn heat to low, return patties to the gravy, cover, and simmer for another 15 minutes.",0,0,0,,,
139,50,1,Step 1,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x5 inch loaf pan.,0,0,0,,,
140,50,2,Step 2,"In a large bowl, combine flour, baking soda and salt. In a separate bowl, cream together butter and brown sugar. Stir in eggs and mashed bananas until well blended. Stir banana mixture into flour mixture; stir just to moisten. Pour batter into prepared loaf pan.",0,0,0,,,
141,50,3,Step 3,"Bake in preheated oven for 60 to 65 minutes, until a toothpick inserted into center of the loaf comes out clean. Let bread cool in pan for 10 minutes, then turn out onto a wire rack.",0,0,0,,,
142,51,1,Step 1,"Preheat oven to 375 degrees F (190 degrees C). In a small bowl, stir together flour, baking soda, and baking powder. Set aside.",0,0,0,,,
143,51,2,Step 2,"In a large bowl, cream together the butter and sugar until smooth. Beat in egg and vanilla. Gradually blend in the dry ingredients. Roll rounded teaspoonfuls of dough into balls, and place onto ungreased cookie sheets.",0,0,0,,,
144,51,3,Step 3,"Bake 8 to 10 minutes in the preheated oven, or until golden. Let stand on cookie sheet two minutes before removing to cool on wire racks.",0,0,0,,,
145,52,1,Step 1,Preheat oven to 350 degrees F (175 degrees C).,0,0,0,,,
146,52,2,Step 2,Place green beans and soup in a large microwave-safe bowl. Mix well and heat in the microwave on HIGH until warm (3 to 5 minutes). Stir in 1/2 cup of cheese and heat mixture for another 2 to 3 minutes. Transfer green bean mixture to a casserole dish and sprinkle with French fried onions and remaining cheese.,0,0,0,,,
147,52,3,Step 3,Bake in a preheated 350 degrees F (175 degrees C) oven until the cheese melts and the onions just begin to brown.,0,0,0,,,
148,53,1,Step 1,"In a medium bowl, mash together the avocados, lime juice, and salt. Mix in onion, cilantro, tomatoes, and garlic. Stir in cayenne pepper. Refrigerate 1 hour for best flavor, or serve immediately.",0,0,0,,,
149,54,1,Step 1,"Whisk mayonnaise, sugar, lemon juice, vinegar, pepper, and salt together in a bowl until smooth and creamy.",0,0,0,,,
150,55,1,Step 1,Preheat oven to 400 degrees F (200 degrees C).,0,0,0,,,
151,55,2,Step 2,Toss butternut squash with olive oil and garlic in a large bowl. Season with salt and black pepper. Arrange coated squash on a baking sheet.,0,0,0,,,
152,55,3,Step 3,"Roast in the preheated oven until squash is tender and lightly browned, 25 to 30 minutes.",0,0,0,,,
153,56,1,Step 1,Preheat oven to 350 degrees F (175 degrees C).,0,0,0,,,
154,56,2,Step 2,"Place chicken in a roasting pan, and season generously inside and out with salt and pepper. Sprinkle inside and out with onion powder. Place 3 tablespoons margarine in the chicken cavity. Arrange dollops of the remaining margarine around the chicken's exterior. Cut the celery into 3 or 4 pieces, and place in the chicken cavity.",0,0,0,,,
155,56,3,Step 3,"Bake uncovered 1 hour and 15 minutes in the preheated oven, to a minimum internal temperature of 180 degrees F (82 degrees C). Remove from heat, and baste with melted margarine and drippings. Cover with aluminum foil, and allow to rest about 30 minutes before serving.",0,0,0,,,
156,57,1,Step 1,Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x12-inch baking pan.,0,0,0,,,
157,57,2,Step 2,"Melt butter in a skillet over medium heat. Add onion, bell pepper, and pimento peppers and saute until tender, about 5 minutes.",0,0,0,,,
158,57,3,Step 3,"Combine eggs, corn muffin mix, green chiles, whole corn, and creamed corn in a large bowl with the onion mixture. Stir together and pour into the prepared baking pan. Drop sour cream by the spoonful on top of the mixture; cover with Cheddar cheese.",0,0,0,,,
159,57,4,Step 4,"Bake in the preheated oven until casserole is firm, about 45 minutes.",0,0,0,,,
160,58,1,Step 1,Cook macaroni according to the package directions. Drain.,0,0,0,,,
161,58,2,Step 2,"In a saucepan, melt butter or margarine over medium heat. Stir in enough flour to make a roux. Add milk to roux slowly, stirring constantly. Stir in cheeses, and cook over low heat until cheese is melted and the sauce is a little thick. Put macaroni in large casserole dish, and pour sauce over macaroni. Stir well.",0,0,0,,,
